关键词,博文
防疫,"
                    防疫无小事，应该严格，缜密。但，也要防止走过头。好在已经叫停。#廊坊扑杀阳性患者户内豢养动物# L封起De日子的微博视频 ​                "
防疫,"
                    昨晚看了浦东一居民因为哮喘发作得不到及时救治去世的微博，看的手都在发抖，120的冷漠对待见死不救，110的所谓恪尽职守的只能站在原地，这还是一个国际大都市的风貌吗？真是令人寒心，每天新闻都是防疫措施怎么落实了，防疫工作如何有效开展，各区县领导的工作是怎样指导的，真正的实际情况呢？真正的 ​  展开c"
防疫,"#上海战疫##上海加油#【人民网评：防疫关键阶段的上海，需要更多温暖和信心】春寒料峭，疫情防控正在进入“倒春寒”。在奥密克戎变异株面前，曾经取得过较好抗疫成绩的上海，也陷入了前所未有的苦战。

3月30日夜，上海召开3000人大会，包括全市领导干部，且以视频方式连线到所有街镇，誓言坚决打赢疫 ​ 展开c"
防疫,#湖南高校抗疫有奇招##湖南工业大学封校现状# 上海能不能度过这次疫情都得看湖工大的防疫措施 ​                
防疫,#沈阳疫情#沈阳现在把所有小区都封了，不管有没有疫情，全封。之前说防范区可以出去买菜，实际情况是出不去！家周围卖菜超市也关了。美团找了一上午，就是视频里的情况。离着近的全关门，大超市根本下不了单。方便面都买不了，不知道是不是想把老百姓都饿死在家里，防疫就胜利了。  ​  展开c
防疫,"
                    【通关仍是港府重点工作！林郑：香港对优才仍具吸引力......】香港第五波疫情持续缓和，昨日新增确诊6981宗，是连续5日少于1万宗。香港特区行政长官林郑月娥昨（30日）表示，与内地或海外通关仍是特区政府的重点工作，希望同时与内地及海外恢复人员正常往来；她说，不想香港成为一个防疫缺口，引入输 ​  展开c"
防疫,"
                    【疫情封控影响公路货运 上海港贸易物流效率受拖累】上海港是全球第一大集装箱运输港，近日上海疫情形势严峻，封控防疫措施对港口运转已经开始产生直接影响；继而会对上海区域经济以及进出口贸易物流链条产生多大程度的影响，这一问题备受市场关注。3月30日，一家海运货代企业人士告诉财新，虽然上港 ​  展开c"
防疫,"#孟买防疫#
“院长，我求求你，只做两轮全员核酸，就做两轮！”

“第三封控组，上！”

“德里路桥，果阿路桥，还有加尔各答路桥，全都封控无效！”

“报告，医管局来电，德里路桥大楼内有洋大爷，命令，停止封控！”

“执行！”

“德尔塔都过来了，在奥密克戎这里翻了船！”

“只要我们做两轮全 ​ 展开c"
防疫,#四川疫情#【这些防疫安全科普一定要知道！】疫情防控不能松懈，这些防控要点你做到了吗？防疫的同时，酒精等引起的消防安全问题也要重视起来。L遂宁消防的微博视频 ​                
防疫,"
                    近日，55岁的郑伊健防疫隔离期满后，被拍到现身新悬疑推理剧的拍摄现场，引发了不少关注，大家都十分期待郑伊健时隔多年会带来怎样的新作品。此前就有路人偶遇过郑伊健在拍戏，他整个人的状态看起来很不错，虽然55岁了，但是外貌和身材都保持得很好。近年来郑伊健选择陪伴父母，已经好几年没有出现在大 ​  展开c"
防疫,#同心抗疫# #众观菏泽# 【不用慌！记者实地探访菏泽城区商超：备货足 价格稳】月30日，大众网·海报新闻记者实地探访茂业百货、万达商超、银座超市等多家商超时了解到，各大超市在做好日常防疫工作的同时，加大了菜肉米面粮油等食材供应，市民日常无需囤积食材，可按需采购，确保食材新鲜。此外，记者从 ​  展开c
防疫,@Regene_53408 @秋秋也是阿秀 #上海浦东一例哮喘病人因120拒绝救援病亡#强行捂嘴玩得可真棒，哪个区控制住了？评论区再想拼命救人的防疫决心也抵不过这种把任务看得比人命更重要的做法 ​                
防疫,#南昌一酒店违反防疫规定停业整顿# 3月28日，江西南昌。紫晶国际汉庭酒店因未报备重点旅客入住信息造成不良后果，违反疫情防控规定被限期停业整顿。（视频：@江西财经广播 ） #江西这点事# 2南昌 L江西这点事的微博视频 ​                
防疫,"#青旅漫游 放肆生活# #岛城春时光#

-投稿-

初春晌午时·束束暖阳映樱蕊
阳春三月来·自有生命破尘土
2青岛·昨日乡村原木工坊(崂山店)

*温馨提示：疫情防控仍需警惕，进入景区等人流密集场所，请严格遵守“四必”防控措施（即口罩必戴、体温必测、健康码必扫、大数据行程码必出示），共筑防疫 ​ 展开c"
防疫,"
                    刚接了投稿，上次为从英国回上海的癌症病人求助的，声称恨死现在这个防疫制度的博主@sevenovernico ，其本人2月从香港来上海，武汉问她要不要直接去武汉隔离，但需要隔离42天，但她回答不回武汉。于是在上海隔离至3月13日。然后直接飞广州，无隔离。3月25日飞武汉，完全不隔离，现在已经开始去公园玩了 ​  展开c"
防疫,#济南大学防疫#学校想一出是一出，把学生当猴儿遛着玩？ ​                
防疫,#网传红码是假的#承认自己防疫工作做得不好很难吗？有降热搜的时间不能还好反思下自己？开学五个星期一直没出去过  好不容易有个假期要整哪一出？ ​                
防疫,"
                    【亚洲累计确诊破1亿 韩日星疫情反弹】由于Omicron新冠变种病毒的亚变种BA.2扩散，加上防宽防疫措施，亚洲多国确诊数字近期直线上升，每两日便通报超过100万宗。据路透社统计，亚洲累计确诊病例昨日突破1亿宗，韩国、日本和新加坡的疫情均出现反弹迹象。O亞洲累計確診破1億 韓日星疫情反彈 ​                "
防疫,"
                    【上海青年战疫互助文档发布！欢迎您的加持！】为了凝聚上海广大青年的智慧与力量、及时共享“防疫战疫”信息，上海团市委基层工作部与腾讯文档、上海财经大学团委合作开发了“青耕鸟”上海青年战疫互助文档。您的关注和分享就是我们前进的动力。我们相信，您的每一次转发、每一次填写，都将帮助我们 ​  展开c"
防疫,"
                    【特首：与内地复常通关是吸引外资关键】林郑月娥多次强调采取严格的防疫措施，坚持“动态清零”的抗疫方针，才能争取尽快与内地恢复正常通关。她指出，能与内地恢复正常通关是香港吸引外资的重要因素，即使香港能与外国正常通关，但若不能与内地免检疫往来，也将大大打击外资来港发展的意欲。 ​  展开c"
防疫,#口罩花#【防疫期间莫忘防火】防疫进行时，防火莫忘记！目前疫情防控形势依然严峻复杂。阿消提醒您：少出门、不串门，勤洗手、戴口罩......更多知识，戳图了解~#全国消防宣传月##蓝朋友的警告# ​ 2遵义 ​                
防疫,#上海最大集中隔离点部分区域启用在即#不是我就想知道上海就是叫方舱医院能有啥后果非要标新立异么？？集中隔离点和方舱医院啥区别？！心思放在防疫上好不好不要老想着搞噱头外溢了那么多省市，大家谈沪色变务实点不好么 ​                
防疫,"
                    今天培训，培的是跟我们专业完全不相关的东西。于是有时间看了个蠢文章总体上还是鼓吹——奥密克戎风险降低，大号流感，上海都封不住，经济下降不可接受——所以要探索新的防疫政策，简单说就是共存我一个狗屁工程师当然是不懂病毒也不懂医疗。但就从我一个平头老百姓的角度看，现在放开会咋样？咱 ​  展开c"
防疫,"
                    【人民网评：防疫关键阶段的上海，需要更多温暖和信心】春寒料峭，疫情防控正在进入“倒春寒”。在奥密克戎变异株面前，曾经取得过较好抗疫成绩的上海，也陷入了前所未有的苦战。3月30日夜，上海召开3000人大会，包括全市领导干部，且以视频方式连线到所有街镇，誓言坚决打赢疫情防控大仗硬仗。 ​  展开c"
防疫,#拉面夫妇免费为防疫人员制作拉面#【#拉面夫妇的高速面馆#】王木洒和马阿飞牙夫妇在马鞍山市区经营着一家兰州拉面馆，疫情当前，考虑到公路查验点的防疫人员任务重、工作多，而且距离城区也远。夫妻俩一合计，干脆把店临时关了，到宁芜高速北出口公路查验点开展志愿服务，免费为防疫人员和过往司机制作 ​  展开c
防疫,"#女生公交上摘口罩喝水遭司机辱骂# 女孩喝水没有对不对的问题，站在公众防疫安全角度来说，最多最多只能说是这孩子在公交车上摘口罩喝水稍微有些欠考虑。但孩子毕竟是个孩子，喝口水本身也是再正常不过的行为。只因事情发生在防疫期间，所以，公交司机发飙了。

公交司机完全不对。不管你站在什么角度 ​ 展开c"
防疫,"
                    我的小区已经有感染的了，最恐怖的是看了眼防疫地图，我周围五公里有1400个感染者～ #浦东封控# ​                "
防疫,#铁路战疫24小时##铁路战疫故事# 【771名铁路调度员，紧急集合！】24小时灯火通明，平均每秒处理3趟客货列车信息，每天确认2000多条列车进路，发布2000多条指令……为确保疫情期间铁路运输安全，保障生活防疫物资及时供应，中国铁路上海局集团有限公司的771名调度人员，正在打一场没有硝烟的战“疫”。 ​  展开c
防疫,"
                    向社会求助我是吉林市丰满区小白山乡阿什村四社的村民，从6号全市封闭管理至今，我村一直对我们全家进行信息封闭，致使我们全家无法得知防疫管控信息和如何购买粮油菜等生活用品的信息，至今20多天我家一直没有青菜吃，米也马上没了，一家四口快断粮了，20多天以来一直给市政府打电话也没有得到解决， ​  展开c"
防疫,"
                    【#国风防疫图#！中国名画“教”你正确防疫姿势】 目前全国聚集性疫情点多、面广、频发，防控形势严峻复杂。我们都是自己健康的“第一责任人”！日常出行时，如何才能不让病毒有隙可乘？中国传世名画教你正确防疫姿势！ @我苏特稿 ​                "
防疫,"
                    【推动沿街商铺防疫工作再落实】为助力上海筑牢疫情防控墙，@黄浦市场监管 持续开展沿街商铺疫情防控情况排查工作。通过常态化部署，进一步摸清沿街商铺底数，第一时间更新商铺最新数据。同时，主动联系餐饮点及物业单位，因地制宜指导规范营业，并督促做好体温测量、核酸检测报告查验等工作,确保防控 ​  展开c"
防疫,"
                    出院的第六天，花妈身体越来越好了！最近上海要进入划江防疫居家隔离，我们也做足准备工作配合防疫！小周和大姑这边准备了充足的食材，把妈安顿在这边照料我也很安心！居家的这几天多吃饭哈！长肉！ L李明霖的微博视频 ​                "
防疫,"
                    随便说的，可以不看我已经想尽一切办法在工作中偷懒和休息了，但还是累，防疫真的真的真的很令人崩溃！不光是我，所有参与防疫的工作者都非常辛苦！！！工作结束后，没法回想到底是怎么熬过这一天的。我也从来没找朋友倾诉过，最多抱怨几句吧，因为不太喜欢对别人倾泻负能量，只能发微博里了 ​                "
防疫,"#女生公交上摘口罩喝水遭司机辱骂#建议标题改成👉🏻女生公交车上摘口罩喝水遭司机辱骂殴打致其住院
标题能不能不要模糊重点啊？
防疫是防疫，怎么就可以弄成辱骂殴打的地步？女生之前摘口罩喝水罢了，有错误可以提醒，而不是动手动脚。这位司机自己是没有儿女吗，如果是他人这么对待自己的儿女他会 ​ 展开c"
防疫,湖北师范大学#湖北师范大学 防疫# 狗学校能不能别皮炎一响，就崩出个屎主意，就是想把学生彻底封死在学校是吧，连外卖都不让点是吧，趁早死🙏 ​                
防疫,"
                    举全国之力也没救出个女人，还搭进去好几个；防疫把人都折腾疯了还要杀猫狗。确实不想抱怨吧大家活着都不容易，但这乱套的感觉实在酝酿不出正能量了，稳住不要反社会已经耗尽所有力气 ​                "
防疫,"【营业时间调整通知】
万分悲伤的通知大家，因疫情封控要求
本店明日3月31日营业至下午17:00
4月1日~4月5日五天不营业

请大家和兔头一起坚决遵守防疫要求，积极配合政府，足不出户！
坚持就是胜利，坚持才能胜利！这是我们每个公民的责任！
愿早日“疫”过天晴！在店里和大家相见！

*如果大家 ​ 展开c"
防疫,"
                    小区内出现上海来的确诊病例，然后莫名其妙被拉到酒店隔离14天，现在又被通知增加7天隔离时间。虽然配合防疫是每个人的职责跟义务，但是普通老百姓的生活就不要继续了吗？21天隔离意味着出去之后又要交房租了，意味着整整将近一个月没有收入，意味着好端端的清明节也不能回去祭拜父亲。到底谁为防控不 ​  展开c"
防疫,"
                    【#廊坊固安有序解除县域内封控管理#】3月13日以来，全县上下团结一心，合力实施全域封控管理，巩固来之不易的防疫成果，固安县多轮区域核酸检测结果均为阴性，域内疫情防控形势持续平稳。经研究并报请上级批准，决定有序解除县域内封控管理。现将有关重点事项公告如下：一、继续严格管控对外“大交通 ​  展开c"
防疫,"
                    【河北唐山漫画家#手绘漫画致敬最美抗疫逆行者#】近日，一场疫情打破了唐山这座城市的平静。这深深牵动着唐山漫画爱好者韦远东的心，他萌生了以笔墨声援战疫的决心。韦远东仅仅用四天时间就完成了《致敬逆行者》系列漫画，这组系列漫画从不同角度展现了防疫工作者辛苦工作的瞬间，弘扬了他们的大爱情怀 ​  展开c"
防疫,"
                    冒雨检查防疫工作，领导辛苦了。#吉林疫情# #吉林新增本土确诊1150例# L茂哥日记的微博视频 ​                "
防疫,#疫情当前 警察不退#【同心战疫 本溪公安在行动！】连日来，辽宁省本溪市公安局迅速响应、积极行动，强化底线思维，压实防控责任，广大公安民警、辅警冲锋在前、奔波在前、奉献在前，以最快速的行动、最坚决的态度、最精准的措施，争分夺秒细化防控举措，众志成城筑牢防疫屏障。#辽宁增本土确诊5例# ​                
防疫,"
                    据我观察，骂张文宏的跟骂方方的是同一波人，或者说谈不上是人，算是个直立行走的动物。上海的管理能力肯定是国内最高水平，至于防疫措施，我就不多说了，因为不能多说。 ​                "
防疫,"
                    防疫在家修炼厨艺 ​                "
防疫,"
                    【疫情来袭 党员有担当防疫保电忙】3月30日，面对新一轮疫情突发状况，贵州六盘水水城供电局统筹部署，充分发挥党员战斗堡垒和先锋模范作用，“黔电驿站”党员服务队在做好相关疫情防护措施下，主动前往供电服务区内的隔离点进行用电安全检查。全面检查隔离点现场的用电设备及线路，严防因故障跳闸导致 ​  展开c"
防疫,"#铁路战疫24小时# #铁路战疫故事# 【出出汗，减减肥】秦斌是南京货运中心常州经营部一名货运调度员。3月19日，常州全市小区临时封控管理，在看到小区业主群内社区物资运输车辆紧张的消息后，秦斌主动联系社区贡献出自家车辆，当起“司机”兼防疫志愿者，协助运输防疫物资和居民生活用品。

他分配到的 ​ 展开c"
防疫,#鬼灭之刃##二次元#一定要注意防疫啊！🍜推：chiz_910 ​                
防疫,#河南部分高校加强封闭管理调整清明假期##清明防疫严防一刀切# 呵呵 河南高校只有封闭管理和加强封闭管理 反正就没解封过 2郑州 ​                
防疫,"
                    咱们徐州的菜篮子和米袋子有雨润守护！他们不眠不休，始终坚守在防疫保供的第一线！via：徐州市摄影家协会 刘洋#徐州疫情# #徐州生活# #徐州爆料# ​                "
防疫,"
                    【21视频丨核酸自测、蔬菜分拣、PCR实验，沪上科技一线工作者投身抗疫前线】近期，沪上科技第一线也忙碌于上海的防疫前线。在上海市科技工作党委的号召下，中科院里研究光机、硅酸盐、天文、微小行星、声学的科学家们，奔赴社区增援核酸自测；中煤科工上海所、上海科学院、上海科技馆、中国电科23研究 ​  展开c"
防疫,"
                    阴谋论偶感：套路某地防疫中一些不可思议的诡异现象，如果用阴谋论解释也许最简单。套路：网红早说过，一次躺倒不容易，但是可以一次推进一小步。譬如表面也严格防控，实际搞群体免疫，——最终造成大量阳性密集出现，已经无法防控的既成事实，迫使国家改变防疫清零方针。 金句名言：每次突破一点 ​  展开c"
防疫,#皖警战疫# 【病患缺药急，民警送药暖】#平安淮南# 3月30日，淮南孙庙乡三户病患者家中用于治疗的药品用完，因疫情防控需求不能出乡购买。派出所所长曾德政了解情况后，紧急联系到医院购买并送到患者家中。民警叮嘱做好自我防疫措施，特殊困难可拨打110求助。@淮南谢家集公安在线 ​                
防疫,#上海回应风险人群检出阳性比例变高#就你们这种鼓励大家出去抢菜的做法，比例能不高吗？统一配送物资真的做不到吗？或者干脆就不要防疫了，直接躺平算了，为什么要不停折腾老百姓？ ​                
防疫,#上海回应风险人群检出阳性比例变高#这波疫情真是照妖镜 防疫一塌糊涂 最拿手最快的就是“辟谣”、“回应”！ ​                
防疫,"
                    就像美国驻华大使馆说的一样，那时候的上海，充满了活力，如今疫情之下的上海，我们相信只是遇到了暂时的困难，我们更相信上海在中央统一防疫政策指导下，在全体市民的积极配合下，众志成城，很快就会恢复活力，成为人类的明珠！上海加油！（截图来自美国驻华大使馆微信公众号，2021年9月20日，本博亲 ​  展开c"
防疫,"
                    【走，咱们给吉林送物资去！】目前，疫情形势依然严峻，在全力做好防疫的同时，多地邮政主动配合做好抗疫物资、生活物资和重点生产物资运输工作，尽快及时地将物资送到吉林。一方有难，八方支援，愿如约而至的不止春天，还有疫情过后平安的我们#疫情防控交通动态# ​  展开c"
防疫,#网传红码是假的#承认自己防疫有问题这么难吗？上一个货车司机没有核酸放进来。被昆明骚操作惊呆了🙏 ​                
防疫,"
                    防疫有我，爱卫同行！4月是全国第34个“爱国卫生月”暨深圳市的第35个“清洁深圳月”！小伙伴们快一起加入爱国卫生运动，开启文明健康，绿色环保的生活吧～#爱国卫生运动# ​                "
防疫,#小布话防疫# 去政务服务中心办事，防疫措施怎么做？快跟小布学习一下！（融媒体记者：庄程 苏钰 通讯员：刘亚明 祁帆 金连）  L淮安发布的微博视频 ​                
防疫,"
                    你防我，我防你，叫防疫你和我拉开距离，我便和她拉开距离，叫共同防疫你和她在一个屋檐下，叫密接你和别人在一个屋檐下，叫次密接一把伞撑着冷雨寒风，嘴巴张开时，一支棉签直抵你的咽喉要道，她是抗疫，你得忍着，一声咳嗽，会认人花容失色、魂飞魄散擦肩而过的是风，柳暗花明的是路静止一 ​  展开c"
防疫,#甬抗肺炎# 网友投稿：#宁波超市人从众# 图片拍摄于宁波某三江超市。西G提醒各位小伙伴们：外出时切记戴好口罩，做好防疫工作哦求证？@宁波市场监管 （以上为网友供稿，不代表本号观点） #海曙战疫我们能赢# 2宁波 ​                
防疫,#龚俊青岛# 别吃烤肉了行不行，你看你的脸被你吃的@龚俊Simon 不过可能也不怪烤肉，本来就长这样吧，烤肉无罪，违反防疫规定堂食烤肉才有罪 ​                
防疫,"
                    【#防疫卡口交警带断指男子抢时间#：自己也不是医生，但是他们可以帮患者抢时间】3月29日，江西南昌。一男子驾驶电车称有特殊情况要过核心防疫区，手指在切菜时候切掉了，并掏出切掉的手指给交警看。交警金警官查看男子手以后，当即决定让男子放弃自己的电车，搭乘同事的警用摩托带他去医院。金警 ​  展开c"
防疫,#南宁百盛 防疫#你在朝阳吃大餐，我在学校买天价水果 ​                
防疫,"
                    【#婚礼现场新郎自带喇叭请宾客出示健康码#：入店请出示健康码】近日，云南昆明。婚礼现场新郎自带防疫小喇叭：“疫情防控期间，为了大家的安全，入店请出示健康码、行程码，感谢您的配合。”@猛犸新闻 L猛犸新闻的微博视频 ​                "
防疫,carrielam特首林鄭月娥在抗疫記者會上承認，由於本港以嚴厲防疫措施應對疫情，有人才因此而離開，或是不爭事實。不過，她強調香港角色未有因此而改變，相信本港在疫情後會有更好發展。強調在生命至上為原則下，香港需要嚴陣以待抗疫，做到「外防輸入、內防擴散」的原則，減少本港受疫情的影響 ​  展开c
防疫,"
                    眼看就要解封了，尼玛从上海回来的一个绝杀，好了又变得复杂了。就不懂为啥还能全程绿码，上海没中高风险区的吗，而且这边的防疫部门也没把上海回来人员重点关注，层层失守，上周一周做了四次核酸，三年做的x都没那么多。 ​                "
防疫,"
                    【#三农快评# ：让农资农机进村下田！防疫春耕两不误】静态管理、交通管制、村屯设置卡点……这是现在疫情之下一些农村地区的现状。“高速封路，农资农机无法下到村里，能不能开辟一条绿色通道？”这是一位农民朋友在@中国三农发布 的留言，他说出了现在不少乡亲们最着急的事，没有农资和农机，地怎么 ​  展开c"
防疫,"
                    天道化身抗疫志愿者到一线支持防疫工作，好样的。 ​                "
防疫,#无锡疫情#无锡真的是典型的过度防疫，带48h核酸，行程码不带星都无法在无锡入住宾馆，必须行程码只有无锡才可以入住。国家要求的是科学防疫而不是过度防疫，常州在疫情最严重的时候都没有这样防过。 ​                
防疫,#今天上热榜了吗# 上海某小区内，机器狗绑着喇叭宣传防疫↓↓  L新浪新闻品牌官的微博视频 ​                
防疫,#章丘确诊病例持三次核酸阴性报告返济#今天早上起来看朋友圈，大多数人都在骂，说为什么上海来的济南防疫不拉去做核酸，还让乘公交车。说人上海不该跑到济南来。我觉得大家可以代入一下，有三次的阴性核酸检测，然后行程码也是绿的，都是按正常程序为什么不能回来啊，有核酸也有绿码可以乘坐公交车啊。 ​  展开c
防疫,"@燕子你别走没有你我活不了

可以去这位的微博看看，他们成功的阻止了廊坊可能会进行的动物扑杀。

早上听到原博那通打给给防疫单位的电话还很担心，现在已经有了好结果，发了终止动物扑杀行动的文件了，真的很高兴！

感谢你有理有据的及时行动， 挽救了很多无辜小动物的生命，也免去了他们的主人可 ​ 展开c"
防疫,#南宁百盛 防疫# 你个老6，你约会 你高清 你拿我全勤闹着玩！！ ​                
防疫,#女生公交上摘口罩喝水遭司机辱骂#这就是以“防疫”为由自己发泄，对他人施加暴力 ​                
防疫,"
                    全国各地抗疫的经验非中药治疗莫属，于此春耕种植之际建议全国加大抗疫中药的播种力度，确保全国大规模供应防疫之用，以便于在保证充足中药的情况下，为将来全面放开对疫情的防控，从现有的抗疫经验来说，疫苗的抵抗力不足，西方神药疗效远不如中药有效，因此国家在中药种植进行统筹规划补贴，中药的国 ​  展开c"
防疫,"#汕头大学防疫# 作为已经毕业的老鬼，我怎么想也想不到汕大会变成现在这个样子，和我当年的汕大""判若两人""，很痛心。
当年去学的时候，副校长李丹跟我们说，汕大绝对相信自己的学生，因为我们没有宵禁，没有断电断网，没有抽查宿舍，有男女混住。因为汕大绝对相信学生的素质。我们一流的学校，一流的管 ​ 展开c"
防疫,"
                    燕郊终于解封了，一个当地艺术家工作室里两条狗饿的把石膏像啃成这样这世道，真是把狗子都逼成艺术家了，想想狗子都这么抓狂，何况人。。。#疫情##防疫##艺术#野城 ​                "
防疫,TFBOYS#TF日报（不负责任组）# 【20220329】注意防疫，不要掉以轻心🙏 ​                
防疫,#华南理工大学防疫#转一个 ​                
防疫,大熊猫和花 成都最新的防疫政策，过节要来看花花的亲妈亲爹们看一下，免得被隔离 ​                
防疫,"
                    【详讯：韩总统职务交接委要求防疫部门放宽防疫响应】（韩联社） ​                "
防疫,#上海全域静态管理全员核酸筛查# 曾经有一个“最后的冬天”著名论断摆在人们面前，公众慢慢的就信了，等到疫情再次发生，才发现那不过是又一场科普言论。科学需要严谨，防疫不可大意！网友声音：相信张主任，请把心思用在医疗技术上。防护疫情，应对常态化变动，每个人都是自己的守卫者。 ​                
防疫,"
                    做了一张头像为小张参演话剧《铁流东进》宣传祝话剧演出顺利  也祝符合防疫要求的爱妻可以抢到票^_^@时代少年团-张真源 #张真源加盟话剧铁流东进# ｜#青年演员张真源# ​                "
防疫,#廊坊扑杀阳性患者户内豢养动物# 3.10-3.30日封闭20天了已经被捅嗓子眼儿17次！估计廊坊人民做的核酸检测次数应该刷新了纪录了吧！17次的志愿服务从未间断过，上午还在社区帮着分装防疫物资，知道安次区的红头文件的时候，其中参加志愿服务的志愿者放下手里的活儿往家跑，她说我要回家守着我家的狗去 ​                
防疫,#南宁百盛 防疫#为什么上海这么严重还不封城！？本来以为被上海来的确诊病例困在家回不去南宁就够惨了，现在南宁又被上海来的🐮🐎拖累，南宁大四毕业生真的实惨！！！南宁旅游酒店业真的实惨！！！我以为我最多毕业即失业，没想到这下毕业可能都是个问题…… ​                
防疫,#粉笔精选热点# ——保障就医因疫情防控原因，一些医疗机构急诊等部门暂停服务，给患者正常就医造成不便。如何才能同步做好工作？这就需要精准防疫，科学研判医疗机构疫情风险、合理设置封控范围、设立缓冲病房和区域，并且在按照规定开展消杀后立即开诊，这才是对群众最负责的做法。 ​                
防疫,"#女生公交上摘口罩喝水遭司机辱骂#这个司机处理事情明显有问题，过于激动和暴力了。
不过，在当前的防疫形势下，发生这事未必仅仅是司机暴躁易怒的问题，公交司机所面对的防疫要求也是一个不可忽视的因素。
有时候，上面所制定的一些措施，带来的直接后果就是这样，导致执行者和被执行者之间产生直接的 ​ 展开c"
防疫,"
                    这份公民防疫基本行为准则，请查收→（编辑：佴子奇） ​【#山东增4例本土确诊23例本土无症状##山东现有本土确诊598例#】3月29日0时至24时，山东全省报告新增本土确诊病例4例，其中青岛1例、枣庄1例、泰安1例、德州1例。新增本土无症状感染者23例，其中滨州12例、青岛4例、临沂3例、济南1例、淄博1例 ​  展开c"
防疫,#珠海疫情#虽然说这种时期偶有散发的一两例挺正常的，但是珠海最近在疫情防控上的做法真的让人觉得有些好笑。开疫情专题会议是讨论怎么封闭高校然后给一个“围合式管理”的说法，深圳来珠的人投诉说酒店也不能住、任何场合也不能进，结果今天封控区应该是因为上海来珠阳了吧……过度防疫就算了，防得真 ​  展开c
防疫,"
                    上海星河湾小区业主，四个小时凑齐12万！发给防疫一线人员！👍  L大数据的先驱者的微博视频 ​                "
防疫,"
                    【#防疫又防火的顺口溜#】“小米，玉米，大米，保持安全距离一米。鸭梨，白梨，洋梨，保持安全距离。向左看，向右看，提前打开健康码让我看一看......”蓝朋友变身大白，提醒你防疫防火不松懈！@怀化消防 L湖南消防的微博视频 ​                "
防疫,"
                    【防疫科普 | 公共交通防疫，这些细节不可大意】乘坐公交车时，如何做好疫情防控？车内扶手可以碰触吗？乘坐出租车需要戴医用口罩和手套吗？关于公共交通防疫，下面这份攻略，大家赶紧收好吧↓（图片来源：Hi威海客户端） ​​​​                "
防疫,"
                    【#辽宁省查处隐瞒行程货车司机近百人#】自辽宁出现新一轮本土疫情以来，辽宁省一手打击涉疫违法行为，已累计查处隐瞒行程轨迹、逃避防疫检查的大货车司机近百人；据了解，这类涉疫违法多数为个人行为，货车司机携带2部或多部手机，接受检查时藏匿本人使用的“带星”行程卡手机，将事先准备好的另一部 ​  展开c"
防疫,"
                    【英媒：英国政府可能已在购买防疫用品上浪费了近30亿英镑】据路透社报道，英国国家审计署(NAO)的报告3月30日披露，新冠疫情暴发两年来，英政府可能已在购买防疫用品上浪费了近30亿英镑(约250亿人民币)，这些防疫用品并没有物超所值，它们有的是不需要的，有的已过期。该机构通过对相关政策的分析还发 ​  展开c"
防疫,中南民族大学这样封校的意义到底在哪里?我想纯粹是为了校领导的乌纱帽能有个挡箭牌吧，一旦有疫情出现，校领导能搞理直气壮地说我校一直在封着，我们的工作没有任何失误但是除了学生外，其他人都能不戴口罩随心所欲的进出，这种防疫措施，实在是荒唐可笑 ​                
防疫,#华南理工大学防疫#微博治校吧cnmd ​                
防疫,#华南理工大学防疫# 听说有同学请假回家扫墓被拒 ​                
防疫,#济南疫情#不管有没有封城，不管是不是回来上坟，不管有没有条件坐私家车，在疫情期间，在敏感城市都最好不要乱跑吧，知道防护服多少米一身吗，知道要用多少人力物力来抑制疫情吗，知道口罩勒到耳朵直接破皮吗，知道防疫人员加班加点有多累吗 ​                
防疫,#汕头大学防疫# 不让出校门，OK，我忍。清明假期不能回家，OK，我忍。外卖不能送进学校，OK，我.....淦你🐴 ​                
防疫,#汕头大学防疫双标# 这个学校的没落不是没有原因的，原来的汕医是广东多么有名的学校到现在狗来上都直呼上当受骗，原来呼吁创新开放学校到现在的抄了一大堆旧制度的学校，直奔二本去不是没理由的 ​                
防疫,"
                    说停课就停课，考虑过谁给看孩子吗，大街上那么多人只靠停课就能防疫了？好歹出个配套措施，不要工资在家看娃管用吗？？？ 2济宁·曲阜三孔景区 ​                "
防疫,"#战疫风警线# 【临退休，王瑞芳依然守护在“防疫”一线！】

本轮疫情突然来袭，作为上海市公安局徐汇分局徐家汇派出所的社区民警，王瑞芳从3月12日开始就天天睡在社区警务室，服务在切块式、网格化阻断疫情传播管控的最前沿。

受疫情影响，南丹南村小区的居委书记和主任都被隔离在家，身兼居委副书记 ​ 展开c"
防疫,#上个网课被眼镜片出卖了#现在由于疫情的影响，很多地方都在居家防疫，孩子们也恢复了线上上课模式，神兽们都学习得怎么样，我们一起看看学生们上网课的翻车现场吧！ L大草原上的羊粪蛋蛋的微博视频 ​                
防疫,"
                    【居家防疫 消防安全注意啥？】以防疫情扩散，不少地区倡议公众“非必要不外出”。我们在居家防疫的时候，也要注意消防安全防疫情、宅家里，杀菌消毒需警惕。戳视频了解学习！#济南9区中小学幼儿园等启动线上教学# L山东消防的微博视频 ​                "
防疫,#女子行程码带星坚持从浙江走回云南#【女子坚持要步行进入高速从浙江走回云南，被收费员制止】3月28日，浙江嘉兴。浙江省交通集团沪杭高速嘉善收费站，防疫人员发现一名女子行程码“带星”，坚持要步行进入高速走回云南老家，收费站工作人员通知警方前来处理。O女子坚持要步行进入高速从浙江走回云南，被收费员制止  ​  展开c
